Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-20 08:00:00-05:00,,,
2023-10-31 08:00:00-04:00,,,
2023-08-01 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,2.59,,
2023-02-22 02:00:00-05:00,2.75,2.98,0.0852
2022-11-02 03:00:00-04:00,2.5,2.63,0.0541
2022-08-03 03:00:00-04:00,2.73,2.77,0.013200000000000002
2022-05-04 03:00:00-04:00,2.72,2.75,0.0125
2022-02-16 02:00:00-05:00,2.43,2.49,0.023799999999999998
2021-11-03 03:00:00-04:00,2.58,2.7,0.04730000000000001
2021-08-04 03:00:00-04:00,2.38,2.61,0.0966
2021-05-04 03:00:00-04:00,2.19,2.53,0.1542
