Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-22 07:00:00-05:00,,,
2023-10-17 07:00:00-04:00,,,
2023-07-18 07:00:00-04:00,,,
2023-04-19 08:00:00-04:00,0.27,,
2023-04-19 07:00:00-04:00,0.27,,
2023-01-23 02:00:00-05:00,0.4,0.38,-0.0404
2022-10-19 03:00:00-04:00,0.24,0.26,0.06559999999999999
2022-07-20 03:00:00-04:00,0.22,0.11,-0.5
2022-04-20 03:00:00-04:00,0.2,0.15,-0.23079999999999998
2022-01-20 02:00:00-05:00,0.28,0.25,-0.10710000000000001
2021-10-20 03:00:00-04:00,0.21,0.16,-0.24530000000000002
2021-07-21 03:00:00-04:00,0.16,0.1,-0.36710000000000004
