Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-12 05:00:00-05:00,,,
2023-10-31 06:00:00-04:00,,,
2023-07-26 06:00:00-04:00,,,
2023-05-02 06:00:00-04:00,1.36,,
2023-02-14 09:00:00-05:00,0.94,0.92,-0.0213
2023-02-13 11:00:00-05:00,0.94,0.92,-0.0213
2022-11-02 12:00:00-04:00,1.03,1.01,-0.015600000000000001
2022-07-28 12:00:00-04:00,0.84,0.86,0.0263
2022-05-04 12:00:00-04:00,1.2,1.3,0.087
2022-02-16 11:00:00-05:00,0.93,0.91,-0.020499999999999997
2021-11-02 12:00:00-04:00,1.05,1.02,-0.0304
2021-07-29 12:00:00-04:00,0.8,0.79,-0.0088
