Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 16:00:00-05:00,,,
2024-02-06 05:00:00-05:00,,,
2023-11-07 05:00:00-05:00,,,
2023-07-31 06:00:00-04:00,,,
2023-05-09 06:00:00-04:00,2.15,,
2023-02-09 10:00:00-05:00,2.19,2.02,-0.0776
2023-02-08 11:00:00-05:00,2.19,2.02,-0.0793
2022-11-09 11:00:00-05:00,1.98,1.99,0.003
2022-08-02 12:00:00-04:00,1.92,1.9,-0.0078000000000000005
2022-05-12 02:00:00-04:00,2.02,2.04,0.0089
2022-02-08 11:00:00-05:00,1.96,2.12,0.0805
2021-11-02 13:00:00-04:00,1.82,1.99,0.0934
