Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 08:00:00-05:00,,,
2023-10-30 08:00:00-04:00,,,
2023-08-28 08:00:00-04:00,,,
2023-05-01 08:00:00-04:00,0.65,,
2023-02-07 01:00:00-05:00,0.69,0.67,-0.0262
2022-11-01 02:00:00-04:00,0.56,0.34,-0.3907
2022-08-29 02:00:00-04:00,1.15,1.19,0.033
2022-05-03 02:00:00-04:00,0.94,1.04,0.11109999999999999
2022-02-01 02:00:00-05:00,0.83,0.9,0.0791
2021-11-02 03:00:00-04:00,0.65,0.71,0.09570000000000001
2021-08-30 03:00:00-04:00,1.03,1.16,0.1306
2021-05-04 02:00:00-04:00,0.74,0.82,0.1081
