Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-22 16:00:00-05:00,,,
2024-01-22 05:00:00-05:00,,,
2023-10-23 06:00:00-04:00,,,
2023-07-24 06:00:00-04:00,,,
2023-04-24 06:00:00-04:00,2.23,,
2023-01-24 11:00:00-05:00,2.3,2.32,0.010900000000000002
2022-10-25 12:00:00-04:00,2.3,2.35,0.0204
2022-07-26 12:00:00-04:00,2.29,2.23,-0.0275
2022-04-26 12:00:00-04:00,2.19,2.22,0.016
2022-01-25 11:00:00-05:00,2.31,2.48,0.0727
2021-10-26 12:00:00-04:00,2.08,2.27,0.094
2021-07-27 12:00:00-04:00,1.92,2.17,0.1326
