Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 16:00:00-05:00,,,
2023-10-23 06:00:00-04:00,,,
2023-07-24 06:00:00-04:00,,,
2023-04-24 06:00:00-04:00,2.02,,
2023-02-01 10:00:00-05:00,1.97,2.01,0.0203
2023-01-31 11:00:00-05:00,1.98,2.01,0.0177
2022-10-25 12:00:00-04:00,2.0,2.14,0.0689
2022-07-26 12:00:00-04:00,1.89,2.02,0.0688
2022-04-26 12:00:00-04:00,1.74,1.96,0.12390000000000001
2022-02-01 11:00:00-05:00,1.58,1.71,0.0809
2021-10-26 12:00:00-04:00,1.59,1.63,0.0239
2021-07-27 12:00:00-04:00,1.62,1.61,-0.0031
