Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 08:00:00-05:00,,,
2023-10-30 08:00:00-04:00,,,
2023-07-31 08:00:00-04:00,,,
2023-05-01 08:00:00-04:00,1.09,,
2023-02-06 03:00:00-05:00,1.27,1.32,0.0418
2022-10-31 04:00:00-04:00,1.31,1.45,0.1043
2022-08-01 04:00:00-04:00,1.26,1.34,0.0669
2022-05-02 04:00:00-04:00,1.05,1.22,0.1641
2022-02-07 03:00:00-05:00,0.94,1.09,0.162
2021-11-01 04:00:00-04:00,0.74,0.87,0.1773
2021-08-02 04:00:00-04:00,0.49,0.63,0.2883
2021-05-03 04:00:00-04:00,0.34,0.35,0.044800000000000006
