Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-19 16:00:00-05:00,,,
2024-02-19 05:00:00-05:00,,,
2023-12-12 16:00:00-05:00,,,
2023-08-21 06:00:00-04:00,,,
2023-05-22 06:00:00-04:00,2.1,,
2023-02-21 08:00:00-05:00,1.97,1.95,-0.0102
2023-02-20 11:00:00-05:00,1.97,1.95,-0.010700000000000001
2022-12-15 08:00:00-05:00,2.33,2.44,0.0472
2022-12-14 11:00:00-05:00,2.33,2.44,0.0481
2022-08-22 12:00:00-04:00,2.44,2.49,0.0209
2022-05-23 12:00:00-04:00,2.29,2.43,0.0616
2022-02-22 11:00:00-05:00,1.91,2.07,0.0855
