Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 16:00:00-05:00,,,
2024-01-29 05:00:00-05:00,,,
2023-10-25 06:00:00-04:00,,,
2023-07-26 06:00:00-04:00,,,
2023-04-24 06:00:00-04:00,0.61,,
2023-01-31 11:00:00-05:00,0.61,0.64,0.0458
2022-10-27 12:00:00-04:00,0.62,0.61,-0.0209
2022-07-28 12:00:00-04:00,0.64,0.63,-0.0172
2022-04-26 12:00:00-04:00,0.57,0.6,0.0453
2022-01-26 11:00:00-05:00,0.55,0.51,-0.0693
2021-10-27 12:00:00-04:00,0.53,0.54,0.011200000000000002
2021-07-29 12:00:00-04:00,0.56,0.64,0.15109999999999998
