Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 16:00:00-05:00,,,
2024-01-29 05:00:00-05:00,,,
2023-10-23 06:00:00-04:00,,,
2023-07-24 06:00:00-04:00,,,
2023-04-25 17:00:00-04:00,0.43,,
2023-04-25 16:00:00-04:00,0.43,,
2023-01-31 11:00:00-05:00,0.65,0.65,0.0046
2022-10-25 12:00:00-04:00,0.5,0.58,0.1577
2022-07-26 12:00:00-04:00,0.45,0.42,-0.058300000000000005
2022-04-26 12:00:00-04:00,0.32,0.31,-0.019
2022-01-27 11:00:00-05:00,0.53,0.56,0.0546
2021-10-26 12:00:00-04:00,0.46,0.46,0.0022
