Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-20 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-03 08:00:00-04:00,1.33,,
2023-02-22 01:00:00-05:00,1.38,1.38,0.0051
2022-11-03 02:00:00-04:00,1.2,0.84,-0.2977
2022-08-04 02:00:00-04:00,1.22,1.61,0.3197
2022-05-05 02:00:00-04:00,0.86,0.06,-0.9301
2022-02-24 01:00:00-05:00,0.66,0.51,-0.2237
2021-11-04 02:00:00-04:00,0.53,0.66,0.24530000000000002
2021-08-05 02:00:00-04:00,0.27,0.15,-0.44439999999999996
2021-05-06 02:00:00-04:00,0.17,0.53,2.0994
