Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 06:00:00-05:00,,,
2023-10-30 06:00:00-04:00,,,
2023-07-31 06:00:00-04:00,,,
2023-05-04 09:00:00-04:00,0.61,,
2023-05-04 06:00:00-04:00,0.61,,
2023-02-07 01:00:00-05:00,0.79,0.92,0.1602
2022-11-01 02:00:00-04:00,0.66,0.79,0.2043
2022-08-02 02:00:00-04:00,0.54,0.66,0.2245
2022-05-04 02:00:00-04:00,0.41,0.47,0.1436
2022-02-03 01:00:00-05:00,0.62,0.63,0.0244
2021-11-02 02:00:00-04:00,0.59,0.63,0.066
2021-08-03 02:00:00-04:00,0.62,0.66,0.057699999999999994
