Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-01 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-01 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,9.88,,
2023-02-03 01:00:00-05:00,10.03,12.56,0.2522
2022-11-03 02:00:00-04:00,9.48,11.14,0.17559999999999998
2022-08-03 02:00:00-04:00,8.84,9.77,0.105
2022-05-04 02:00:00-04:00,9.74,11.49,0.17989999999999998
2022-02-04 01:00:00-05:00,18.35,21.32,0.16210000000000002
2021-11-04 02:00:00-04:00,10.1,14.33,0.4183
2021-08-05 02:00:00-04:00,17.53,27.97,0.5958
2021-05-06 02:00:00-04:00,9.0,10.09,0.121
