Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 16:00:00-05:00,,,
2024-02-05 05:00:00-05:00,,,
2023-11-01 06:00:00-04:00,,,
2023-08-09 06:00:00-04:00,,,
2023-05-03 06:00:00-04:00,0.04,,
2023-02-07 11:00:00-05:00,0.1,0.14,0.3462
2022-11-03 12:00:00-04:00,0.3,0.34,0.1409
2022-08-11 12:00:00-04:00,0.65,0.57,-0.1204
2022-05-05 12:00:00-04:00,0.9,1.07,0.1929
2022-02-10 11:00:00-05:00,0.49,0.75,0.5244
2021-11-04 12:00:00-04:00,1.14,1.45,0.27640000000000003
2021-08-05 12:00:00-04:00,1.36,1.87,0.37700000000000006
