Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 16:00:00-05:00,,,
2024-02-05 05:00:00-05:00,,,
2023-10-31 06:00:00-04:00,,,
2023-08-01 06:00:00-04:00,,,
2023-05-02 06:00:00-04:00,0.29,,
2023-02-07 11:00:00-05:00,0.39,0.44,0.12240000000000001
2022-11-02 12:00:00-04:00,0.27,0.33,0.20879999999999999
2022-08-03 12:00:00-04:00,0.22,0.24,0.106
2022-05-04 12:00:00-04:00,0.16,0.19,0.18239999999999998
2022-02-03 11:00:00-05:00,0.23,0.25,0.0742
2021-11-04 12:00:00-04:00,0.19,0.2,0.053200000000000004
2021-07-29 12:00:00-04:00,0.18,0.19,0.0857
