Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-22 06:00:00-05:00,,,
2023-10-18 06:00:00-04:00,,,
2023-07-19 08:00:00-04:00,,,
2023-04-19 08:00:00-04:00,2.25,,
2023-01-24 01:00:00-05:00,2.55,2.87,0.1277
2022-10-20 02:00:00-04:00,2.26,2.56,0.13269999999999998
2022-07-21 02:00:00-04:00,2.35,2.76,0.17500000000000002
2022-04-21 02:00:00-04:00,2.66,2.76,0.0368
2022-01-27 01:00:00-05:00,2.54,2.69,0.0591
2021-10-21 02:00:00-04:00,2.15,2.39,0.1101
2021-07-22 02:00:00-04:00,2.05,2.46,0.1988
2021-04-22 02:00:00-04:00,1.75,2.52,0.44329999999999997
