Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 08:00:00-05:00,,,
2023-10-25 08:00:00-04:00,,,
2023-07-26 08:00:00-04:00,,,
2023-04-27 08:00:00-04:00,0.82,,
2023-04-27 08:00:00-04:00,0.82,,
2023-01-26 02:00:00-05:00,0.77,0.82,0.0636
2022-10-27 03:00:00-04:00,0.9,0.96,0.0679
2022-07-28 03:00:00-04:00,0.92,1.01,0.1038
2022-04-28 03:00:00-04:00,0.8,0.86,0.0697
2022-01-27 02:00:00-05:00,0.73,0.77,0.049
2021-10-28 03:00:00-04:00,0.75,0.87,0.1585
2021-07-29 03:00:00-04:00,0.67,0.84,0.2594
