Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-10-12 08:00:00-04:00,,,
2023-07-12 08:00:00-04:00,,,
2023-04-19 08:00:00-04:00,1.76,,
2023-04-19 08:00:00-04:00,1.76,,
2023-01-17 02:00:00-05:00,1.19,1.26,0.057
2022-10-14 01:00:00-04:00,1.49,1.47,-0.0108
2022-07-14 03:00:00-04:00,1.53,1.39,-0.09210000000000002
2022-04-14 03:00:00-04:00,1.69,2.02,0.1988
2022-01-19 02:00:00-05:00,1.91,2.01,0.0524
2021-10-14 03:00:00-04:00,1.69,1.98,0.1751
2021-07-15 03:00:00-04:00,1.65,1.85,0.1185
2021-04-16 03:00:00-04:00,1.7,2.19,0.289
