Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-26 16:00:00-05:00,,,
2024-02-26 05:00:00-05:00,,,
2023-11-15 05:00:00-05:00,,,
2023-08-16 06:00:00-04:00,,,
2023-05-17 06:00:00-04:00,1.06,,
2023-02-28 11:00:00-05:00,1.24,1.31,0.0565
2022-11-17 11:00:00-05:00,0.81,1.0,0.23149999999999998
2022-08-18 12:00:00-04:00,0.99,1.11,0.1167
2022-05-19 12:00:00-04:00,1.0,0.97,-0.0281
2022-03-01 11:00:00-05:00,0.97,1.04,0.0733
2021-11-18 11:00:00-05:00,0.78,1.09,0.39030000000000004
2021-08-19 12:00:00-04:00,0.98,1.39,0.4227
