Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 16:00:00-05:00,,,
2023-10-23 16:00:00-04:00,,,
2023-07-24 06:00:00-04:00,,,
2023-05-01 06:00:00-04:00,0.51,,
2023-02-01 10:00:00-05:00,0.65,0.78,0.2
2023-01-31 13:00:00-05:00,0.65,0.78,0.1945
2022-10-25 13:00:00-04:00,0.75,2.29,2.0533
2022-07-26 13:00:00-04:00,0.78,1.42,0.8205
2022-05-02 13:00:00-04:00,0.67,0.91,0.3542
2022-01-25 12:00:00-05:00,0.5,1.18,1.3506
2021-10-26 13:00:00-04:00,0.63,0.69,0.0987
2021-07-27 12:00:00-04:00,0.57,0.71,0.24559999999999998
