Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-13 16:00:00-05:00,,,
2024-02-13 05:00:00-05:00,,,
2023-10-25 06:00:00-04:00,,,
2023-08-02 06:00:00-04:00,,,
2023-04-27 17:00:00-04:00,1.14,,
2023-04-27 16:00:00-04:00,1.14,,
2023-02-15 11:00:00-05:00,1.02,1.13,0.10779999999999999
2022-10-27 12:00:00-04:00,1.22,1.34,0.0975
2022-08-04 12:00:00-04:00,1.18,1.32,0.1177
2022-05-05 12:00:00-04:00,1.05,1.14,0.08779999999999999
2022-02-10 11:00:00-05:00,1.01,1.02,0.0089
2021-10-28 12:00:00-04:00,1.05,1.11,0.056100000000000004
