Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-23 05:00:00-05:00,,,
2023-10-17 06:00:00-04:00,,,
2023-07-25 06:00:00-04:00,,,
2023-04-18 06:00:00-04:00,6.54,,
2023-01-25 11:00:00-05:00,9.96,10.71,0.0752
2022-10-19 12:00:00-04:00,9.54,10.42,0.0928
2022-07-27 12:00:00-04:00,7.32,8.83,0.2056
2022-04-20 12:00:00-04:00,7.51,7.4,-0.0152
2022-01-26 11:00:00-05:00,8.51,8.53,0.0019
2021-10-20 12:00:00-04:00,8.21,8.36,0.0179
2021-07-28 12:00:00-04:00,7.55,8.09,0.0718
2021-04-21 12:00:00-04:00,6.62,7.49,0.1318
