Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 08:00:00-05:00,,,
2023-10-18 08:00:00-04:00,,,
2023-07-19 08:00:00-04:00,,,
2023-04-20 08:00:00-04:00,2.47,,
2023-04-20 08:00:00-04:00,2.47,,
2023-01-26 02:00:00-05:00,1.41,1.47,0.0426
2022-10-20 03:00:00-04:00,1.14,1.18,0.0315
2022-07-21 03:00:00-04:00,1.86,1.89,0.014499999999999999
2022-04-21 03:00:00-04:00,2.14,2.3,0.0728
2022-01-27 02:00:00-05:00,1.34,1.36,0.0134
2021-10-21 03:00:00-04:00,0.98,1.08,0.0976
2021-07-22 03:00:00-04:00,1.43,1.75,0.22719999999999999
