Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-01 08:00:00-04:00,,,
2023-09-11 04:00:00-04:00,,,
2023-08-01 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,0.13,,
2023-02-27 03:00:00-05:00,-0.18,-0.21,-0.1732
2022-11-03 04:00:00-04:00,2.6,2.88,0.106
2022-08-03 04:00:00-04:00,1.32,1.45,0.1018
2022-05-04 04:00:00-04:00,0.06,0.15,1.5
2022-02-25 03:00:00-05:00,0.06,0.24,3.2105
2021-11-05 04:00:00-04:00,2.79,3.0,0.0772
2021-08-05 04:00:00-04:00,1.65,1.91,0.159
2021-05-05 04:00:00-04:00,0.25,0.32,0.25980000000000003
