Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-31 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-04 12:00:00-04:00,2.35,,
2023-05-04 08:00:00-04:00,2.35,,
2023-02-02 02:00:00-05:00,2.81,2.71,-0.0359
2022-11-03 03:00:00-04:00,3.46,3.6,0.0402
2022-08-04 03:00:00-04:00,3.8,3.91,0.0279
2022-05-05 03:00:00-04:00,3.03,3.27,0.0796
2022-02-03 02:00:00-05:00,2.18,2.27,0.0394
2021-11-02 03:00:00-04:00,1.51,1.77,0.1761
2021-08-03 03:00:00-04:00,1.1,1.27,0.1545
