Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 08:00:00-05:00,,,
2023-11-14 05:00:00-05:00,,,
2023-08-15 06:00:00-04:00,,,
2023-05-16 06:00:00-04:00,0.26,,
2023-02-23 01:00:00-05:00,1.62,1.86,0.1474
2022-11-16 11:00:00-05:00,0.2,0.4,1.0202
2022-08-17 12:00:00-04:00,0.44,0.52,0.17120000000000002
2022-05-18 12:00:00-04:00,0.53,0.64,0.2144
2022-02-23 11:00:00-05:00,2.27,2.3,0.013200000000000002
2021-11-17 11:00:00-05:00,0.61,0.92,0.5207
2021-08-18 12:00:00-04:00,0.81,1.34,0.6646
2021-05-19 12:00:00-04:00,1.21,1.25,0.0305
