Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-23 19:00:00-05:00,,,
2024-01-23 05:00:00-05:00,,,
2023-10-24 06:00:00-04:00,,,
2023-07-25 06:00:00-04:00,,,
2023-04-25 06:00:00-04:00,2.03,,
2023-01-25 11:00:00-05:00,2.02,2.28,0.127
2022-10-26 12:00:00-04:00,1.85,1.96,0.06230000000000001
2022-07-27 12:00:00-04:00,1.54,1.62,0.0519
2022-04-27 12:00:00-04:00,1.7,1.73,0.0176
2022-01-26 11:00:00-05:00,1.43,1.46,0.022400000000000003
2021-10-27 12:00:00-04:00,1.38,1.55,0.1199
2021-07-28 12:00:00-04:00,1.22,1.42,0.1611
