Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-20 16:00:00-05:00,,,
2023-11-06 16:00:00-05:00,,,
2023-07-31 16:00:00-04:00,,,
2023-05-01 16:00:00-04:00,1.44,,
2023-02-23 11:00:00-05:00,2.26,1.74,-0.23010000000000003
2023-02-22 11:00:00-05:00,2.26,1.74,-0.22940000000000002
2022-11-07 11:00:00-05:00,3.4,3.22,-0.0524
2022-08-01 13:00:00-04:00,4.04,3.64,-0.09949999999999999
2022-05-02 12:00:00-04:00,2.4,2.41,0.005
2022-02-22 11:00:00-05:00,1.98,1.95,-0.014199999999999999
2021-11-01 08:00:00-04:00,1.56,1.35,-0.1352
2021-08-02 12:00:00-04:00,0.98,1.17,0.2
