Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 17:00:00-05:00,,,
2024-02-07 05:00:00-05:00,,,
2023-10-23 06:00:00-04:00,,,
2023-07-24 06:00:00-04:00,,,
2023-04-24 06:00:00-04:00,0.34,,
2023-02-10 11:00:00-05:00,0.39,0.42,0.07690000000000001
2023-02-09 12:00:00-05:00,0.39,0.42,0.0825
2022-10-25 12:00:00-04:00,0.35,0.86,1.4855
2022-07-26 12:00:00-04:00,0.29,0.59,1.0275
2022-04-26 12:00:00-04:00,0.24,0.19,-0.2213
2022-02-01 11:00:00-05:00,0.43,1.4,2.2333000000000003
2021-10-26 12:00:00-04:00,0.38,1.15,2.0585
