Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-13 16:00:00-05:00,,,
2024-02-13 05:00:00-05:00,,,
2023-11-02 09:00:00-04:00,,,
2023-11-01 16:00:00-04:00,,,
2023-07-27 09:00:00-04:00,,,
2023-07-26 16:00:00-04:00,,,
2023-04-27 09:00:00-04:00,0.68,,
2023-04-26 16:00:00-04:00,0.68,,
2023-02-16 09:00:00-05:00,0.78,0.73,-0.0641
2023-02-15 11:00:00-05:00,0.78,0.73,-0.0629
2022-10-31 12:00:00-04:00,1.51,1.63,0.07730000000000001
2022-07-27 12:00:00-04:00,1.16,1.2,0.037200000000000004
