Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-31 08:00:00-05:00,,,
2023-10-30 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,0.53,,
2023-02-02 01:00:00-05:00,0.62,0.47,-0.24190000000000003
2022-11-01 02:00:00-04:00,0.6,0.45,-0.2521
2022-08-04 02:00:00-04:00,0.52,0.51,-0.0116
2022-05-04 02:00:00-04:00,0.5,0.54,0.0721
2022-02-01 01:00:00-05:00,0.45,0.47,0.049100000000000005
2021-11-02 02:00:00-04:00,0.43,0.46,0.0651
2021-08-05 02:00:00-04:00,0.43,0.47,0.1012
2021-05-06 02:00:00-04:00,0.39,0.45,0.15460000000000002
