Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-02-16 02:00:00-05:00,0.9,0.81,-0.098
2022-11-03 03:00:00-04:00,1.09,1.32,0.2077
2022-08-04 03:00:00-04:00,1.16,1.25,0.0804
2022-05-05 03:00:00-04:00,1.3,1.65,0.2712
2022-02-17 01:00:00-05:00,1.24,1.37,0.1048
2021-11-11 01:00:00-05:00,1.44,1.67,0.1573
2021-08-12 03:00:00-04:00,1.4,1.72,0.2277
2021-06-21 04:00:00-04:00,1.52,1.78,0.1749
2021-03-17 13:00:00-04:00,,,
