Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-30 16:00:00-05:00,,,
2024-01-30 05:00:00-05:00,,,
2023-10-31 06:00:00-04:00,,,
2023-07-25 06:00:00-04:00,,,
2023-04-25 06:00:00-04:00,1.13,,
2023-02-01 11:00:00-05:00,1.03,0.99,-0.037000000000000005
2022-11-02 11:00:00-04:00,1.15,1.27,0.1024
2022-07-27 12:00:00-04:00,1.06,0.97,-0.08140000000000001
2022-04-27 12:00:00-04:00,1.14,1.39,0.2214
2022-01-26 11:00:00-05:00,1.05,0.95,-0.0935
2021-11-03 12:00:00-04:00,0.69,1.1,0.6058
2021-07-28 12:00:00-04:00,0.64,0.83,0.3009
