Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-26 08:00:00-05:00,,,
2023-11-06 08:00:00-05:00,,,
2023-08-07 08:00:00-04:00,,,
2023-05-08 08:00:00-04:00,0.7,,
2023-02-27 01:00:00-05:00,0.72,0.67,-0.06559999999999999
2022-11-07 01:00:00-05:00,0.84,0.87,0.0394
2022-08-08 02:00:00-04:00,0.83,0.88,0.0602
2022-05-09 02:00:00-04:00,0.83,0.93,0.1259
2022-02-28 01:00:00-05:00,0.83,0.8,-0.0338
2021-11-08 01:00:00-05:00,0.88,0.99,0.1199
2021-08-09 02:00:00-04:00,0.87,0.98,0.1226
2021-05-10 02:00:00-04:00,0.8,0.92,0.1514
