Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-01 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,-1.76,,
2023-02-23 02:00:00-05:00,4.68,3.61,-0.228
2022-11-03 03:00:00-04:00,3.29,2.53,-0.23149999999999998
2022-08-03 03:00:00-04:00,4.55,5.24,0.1522
2022-05-04 02:00:00-04:00,5.21,8.58,0.6465000000000001
2022-02-24 01:00:00-05:00,9.9,11.29,0.1404
2021-11-04 03:00:00-04:00,9.05,7.7,-0.1491
2021-08-05 02:00:00-04:00,5.96,6.46,0.0848
2021-05-06 03:00:00-04:00,2.39,2.84,0.1898
