Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 16:00:00-05:00,,,
2024-02-05 05:00:00-05:00,,,
2023-10-30 06:00:00-04:00,,,
2023-07-31 06:00:00-04:00,,,
2023-05-01 16:00:00-04:00,2.35,,
2023-02-07 11:00:00-05:00,1.49,1.73,0.16260000000000002
2022-11-01 12:00:00-04:00,1.18,1.27,0.0745
2022-08-02 12:00:00-04:00,1.12,1.26,0.127
2022-05-03 12:00:00-04:00,1.75,1.9,0.08630000000000002
2022-02-08 11:00:00-05:00,1.08,1.11,0.024900000000000002
2021-11-02 12:00:00-04:00,0.91,0.92,0.0166
2021-08-03 12:00:00-04:00,0.84,0.97,0.1589
