Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-25 08:00:00-05:00,,,
2023-10-19 08:00:00-04:00,,,
2023-07-20 08:00:00-04:00,,,
2023-04-20 08:00:00-04:00,3.97,,
2023-01-27 02:00:00-05:00,4.78,4.64,-0.029900000000000003
2022-10-21 02:00:00-04:00,3.88,3.93,0.0126
2022-07-22 02:00:00-04:00,3.7,4.21,0.1381
2022-04-22 03:00:00-04:00,4.25,4.12,-0.0304
2022-01-27 02:00:00-05:00,4.53,4.42,-0.024900000000000002
2021-10-22 03:00:00-04:00,4.09,4.57,0.1176
2021-07-20 03:00:00-04:00,3.16,4.37,0.38200000000000006
2021-04-22 05:00:00-04:00,3.33,4.14,0.2451
