Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-30 08:00:00-05:00,,,
2023-11-08 08:00:00-05:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-04 08:00:00-04:00,0.49,,
2023-05-04 08:00:00-04:00,0.49,,
2023-02-01 01:00:00-05:00,0.6,0.55,-0.0894
2022-11-10 01:00:00-05:00,1.42,1.43,0.0106
2022-08-04 02:00:00-04:00,1.48,1.54,0.0412
2022-05-05 02:00:00-04:00,1.01,1.17,0.1527
2022-02-03 01:00:00-05:00,0.64,0.65,0.0204
2021-11-09 01:00:00-05:00,1.14,1.23,0.078
2021-08-05 02:00:00-04:00,0.97,1.0,0.0352
