Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-03 07:00:00-05:00,,,
2023-10-11 07:00:00-04:00,,,
2023-06-28 07:00:00-04:00,,,
2023-03-28 08:00:00-04:00,1.1,,
2023-03-28 07:00:00-04:00,1.1,,
2023-01-05 02:00:00-05:00,1.14,1.16,0.0175
2022-10-13 03:00:00-04:00,0.77,0.8,0.0376
2022-06-30 03:00:00-04:00,0.92,0.96,0.0401
2022-03-31 03:00:00-04:00,1.4,1.59,0.139
2022-01-06 02:00:00-05:00,1.33,1.68,0.266
2021-10-14 03:00:00-04:00,1.02,1.17,0.1493
2021-07-01 03:00:00-04:00,1.17,1.38,0.18350000000000002
