Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-21 08:00:00-04:00,,,
2023-12-14 08:00:00-05:00,,,
2023-09-20 08:00:00-04:00,,,
2023-06-21 08:00:00-04:00,2.53,,
2023-03-23 03:00:00-04:00,2.25,2.34,0.0414
2022-12-16 02:00:00-05:00,1.44,1.52,0.057800000000000004
2022-09-22 03:00:00-04:00,1.56,1.56,
2022-06-23 03:00:00-04:00,2.21,2.27,0.0271
2022-03-24 03:00:00-04:00,2.1,1.91,-0.09
2021-12-17 02:00:00-05:00,1.43,1.48,0.0364
2021-09-23 03:00:00-04:00,1.65,1.76,0.0693
2021-06-24 03:00:00-04:00,1.8,2.03,0.1309
