Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 16:00:00-05:00,,,
2023-10-24 06:00:00-04:00,,,
2023-07-25 16:00:00-04:00,,,
2023-04-27 08:00:00-04:00,5.13,,
2023-04-26 16:00:00-04:00,5.13,,
2023-02-09 08:00:00-05:00,4.02,4.1,0.0199
2023-02-08 11:00:00-05:00,4.02,4.1,0.0209
2022-10-26 12:00:00-04:00,4.21,4.36,0.0356
2022-07-27 12:00:00-04:00,4.29,4.55,0.0596
2022-04-27 12:00:00-04:00,4.66,4.9,0.052000000000000005
2022-02-09 11:00:00-05:00,2.75,2.88,0.048
2021-10-27 12:00:00-04:00,2.79,2.83,0.013600000000000001
