Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 16:00:00-05:00,,,
2024-02-07 05:00:00-05:00,,,
2023-10-25 06:00:00-04:00,,,
2023-07-26 06:00:00-04:00,,,
2023-04-26 06:00:00-04:00,0.15,,
2023-02-09 11:00:00-05:00,0.27,0.34,0.25
2022-10-27 12:00:00-04:00,0.24,0.28,0.157
2022-07-28 12:00:00-04:00,0.19,0.17,-0.10529999999999999
2022-04-28 12:00:00-04:00,0.13,0.08,-0.3846
2022-02-10 11:00:00-05:00,0.21,0.17,-0.1981
2021-10-28 12:00:00-04:00,0.16,0.22,0.4025
2021-07-29 12:00:00-04:00,0.11,0.19,0.7117
