Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-01 08:00:00-05:00,,,
2023-10-26 08:00:00-04:00,,,
2023-07-27 08:00:00-04:00,,,
2023-04-26 08:00:00-04:00,0.76,,
2023-02-03 01:00:00-05:00,0.6,-0.67,-2.1167
2022-10-28 02:00:00-04:00,0.65,0.76,0.1656
2022-07-29 02:00:00-04:00,0.72,0.76,0.058499999999999996
2022-04-28 02:00:00-04:00,0.77,0.83,0.08070000000000001
2022-01-28 01:00:00-05:00,0.6,0.64,0.0631
2021-10-29 02:00:00-04:00,0.71,0.8,0.12990000000000002
2021-07-30 02:00:00-04:00,0.7,0.76,0.0888
2021-04-29 03:00:00-04:00,0.81,0.83,0.0222
