Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-12 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-07-31 08:00:00-04:00,,,
2023-05-02 08:00:00-04:00,1.84,,
2023-02-14 02:00:00-05:00,1.83,1.96,0.0705
2022-11-03 02:00:00-04:00,1.68,1.69,0.0048
2022-08-02 03:00:00-04:00,1.56,1.8,0.15460000000000002
2022-05-04 03:00:00-04:00,0.9,1.25,0.3935
2022-02-15 02:00:00-05:00,0.99,1.3,0.3105
2021-11-03 03:00:00-04:00,0.98,0.99,0.0061
2021-08-03 03:00:00-04:00,0.45,0.79,0.7517
2021-05-10 03:00:00-04:00,0.03,0.1,1.9412
