Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 16:00:00-05:00,,,
2024-02-05 05:00:00-05:00,,,
2023-10-24 06:00:00-04:00,,,
2023-07-26 06:00:00-04:00,,,
2023-05-17 06:00:00-04:00,0.14,,
2023-02-07 11:00:00-05:00,0.99,1.12,0.1371
2022-10-26 12:00:00-04:00,0.73,0.73,-0.0040999999999999995
2022-07-28 12:00:00-04:00,0.13,0.09,-0.313
2022-05-19 12:00:00-04:00,0.46,0.45,-0.015300000000000001
2022-01-28 01:00:00-05:00,1.21,1.36,0.12029999999999999
2021-10-22 02:00:00-04:00,1.15,1.11,-0.0323
2021-07-30 02:00:00-04:00,0.11,0.27,1.3894
