Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-03 08:00:00-04:00,2.89,,
2023-02-09 02:00:00-05:00,3.29,3.07,-0.0677
2022-11-03 03:00:00-04:00,3.42,3.44,0.0058
2022-08-04 03:00:00-04:00,3.35,4.44,0.327
2022-05-05 03:00:00-04:00,3.19,3.5,0.09720000000000001
2022-02-10 02:00:00-05:00,2.97,2.99,0.005699999999999999
2021-11-04 03:00:00-04:00,2.99,3.65,0.2211
2021-08-05 03:00:00-04:00,2.51,3.2,0.2774
2021-05-06 03:00:00-04:00,2.63,3.68,0.4008
