Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-13 16:00:00-05:00,,,
2024-02-13 05:00:00-05:00,,,
2023-10-24 08:00:00-04:00,,,
2023-07-25 08:00:00-04:00,,,
2023-04-25 08:00:00-04:00,0.17,,
2023-02-16 08:00:00-05:00,0.17,0.17,
2023-02-15 11:00:00-05:00,0.17,0.17,0.018000000000000002
2022-10-26 04:00:00-04:00,0.21,0.22,0.068
2022-07-27 03:00:00-04:00,0.21,0.2,-0.0244
2022-04-27 03:00:00-04:00,0.14,0.15,0.049
2022-01-26 02:00:00-05:00,0.15,0.14,-0.041100000000000005
2021-10-27 03:00:00-04:00,0.2,0.19,-0.06860000000000001
