Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-23 09:00:00-05:00,,,
2023-10-23 08:00:00-04:00,,,
2023-07-24 09:00:00-04:00,,,
2023-04-20 09:00:00-04:00,1.3,,
2023-01-25 02:00:00-05:00,1.51,1.54,0.0192
2022-10-25 03:00:00-04:00,1.44,1.4,-0.0305
2022-07-26 03:00:00-04:00,1.32,1.34,0.0175
2022-04-22 03:00:00-04:00,1.23,1.35,0.1011
2022-01-26 02:00:00-05:00,1.24,1.3,0.0484
2021-10-25 03:00:00-04:00,1.65,1.62,-0.0188
2021-07-23 03:00:00-04:00,1.71,1.47,-0.1378
2021-04-23 03:00:00-04:00,1.93,1.8,-0.0654
