Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-29 16:00:00-05:00,,,
2024-02-29 05:00:00-05:00,,,
2023-12-06 16:00:00-05:00,,,
2023-12-06 05:00:00-05:00,,,
2023-08-30 16:00:00-04:00,,,
2023-05-24 08:00:00-04:00,10.13,,
2023-03-02 11:00:00-05:00,10.1,10.33,0.0226
2022-12-08 11:00:00-05:00,10.28,10.45,0.0165
2022-09-01 12:00:00-04:00,9.56,9.73,0.0175
2022-05-26 03:00:00-04:00,8.71,9.07,0.04190000000000001
2022-03-03 11:00:00-05:00,8.08,8.39,0.0384
2021-12-09 11:00:00-05:00,7.74,7.81,0.0087
