Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 08:00:00-05:00,,,
2023-10-31 08:00:00-04:00,,,
2023-08-01 08:00:00-04:00,,,
2023-05-03 08:00:00-04:00,1.13,,
2023-05-03 08:00:00-04:00,1.13,,
2023-02-08 02:00:00-05:00,1.26,1.31,0.0405
2022-11-02 03:00:00-04:00,1.15,1.09,-0.048
2022-08-03 03:00:00-04:00,1.09,1.05,-0.0385
2022-05-04 03:00:00-04:00,1.07,1.05,-0.0196
2022-02-09 02:00:00-05:00,1.09,1.02,-0.0676
2021-10-28 03:00:00-04:00,1.08,1.22,0.1275
2021-07-29 03:00:00-04:00,0.96,1.16,0.2134
