Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-20 16:00:00-05:00,,,
2024-02-20 05:00:00-05:00,,,
2023-10-30 06:00:00-04:00,,,
2023-07-31 06:00:00-04:00,,,
2023-05-01 16:00:00-04:00,1.41,,
2023-02-23 13:00:00-05:00,1.46,1.52,0.041100000000000005
2023-02-22 11:00:00-05:00,1.46,1.52,0.0383
2022-11-01 12:00:00-04:00,1.59,1.65,0.0364
2022-08-02 12:00:00-04:00,1.47,1.64,0.1164
2022-05-03 12:00:00-04:00,1.35,1.51,0.11599999999999999
2022-02-23 11:00:00-05:00,1.4,2.0,0.43270000000000003
2021-10-27 12:00:00-04:00,1.22,1.4,0.1494
