Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-06 08:00:00-05:00,,,
2023-12-05 08:00:00-05:00,,,
2023-08-29 08:00:00-04:00,,,
2023-06-06 08:00:00-04:00,0.42,,
2023-03-08 03:00:00-05:00,0.47,0.21,-0.5513
2022-12-07 03:00:00-05:00,0.55,0.47,-0.1439
2022-08-31 04:00:00-04:00,0.47,0.52,0.1017
2022-06-08 04:00:00-04:00,0.27,0.31,0.1567
2022-03-03 02:00:00-05:00,0.48,0.54,0.1368
2021-12-08 02:00:00-05:00,0.53,0.49,-0.0684
2021-09-01 03:00:00-04:00,0.39,0.4,0.0178
2021-06-09 03:00:00-04:00,0.33,0.25,-0.2447
