Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-31 08:00:00-05:00,,,
2023-11-02 08:00:00-04:00,,,
2023-07-26 08:00:00-04:00,,,
2023-04-26 07:00:00-04:00,2.66,,
2023-02-02 01:00:00-05:00,1.77,2.02,0.1393
2022-11-04 02:00:00-04:00,2.1,2.17,0.0319
2022-07-28 02:00:00-04:00,1.69,1.8,0.0651
2022-04-28 02:00:00-04:00,2.1,2.53,0.2059
2022-02-03 01:00:00-05:00,1.62,1.69,0.0464
2021-10-28 02:00:00-04:00,2.01,2.1,0.0458
2021-07-29 02:00:00-04:00,1.43,1.47,0.0294
2021-04-29 02:00:00-04:00,1.8,1.92,0.06730000000000001
