Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-03 08:00:00-04:00,1.17,,
2023-02-23 01:00:00-05:00,1.6,1.68,0.048
2022-11-03 02:00:00-04:00,1.77,1.77,0.0017000000000000001
2022-08-04 02:00:00-04:00,1.52,1.54,0.0105
2022-05-05 02:00:00-04:00,1.22,1.37,0.12480000000000001
2022-02-24 01:00:00-05:00,1.41,1.54,0.08990000000000001
2021-11-04 02:00:00-04:00,1.46,1.48,0.0172
2021-08-05 02:00:00-04:00,1.04,1.06,0.0212
2021-05-06 02:00:00-04:00,0.73,0.83,0.1308
