Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-29 08:00:00-05:00,,,
2023-11-29 08:00:00-05:00,,,
2023-09-07 08:00:00-04:00,,,
2023-06-14 08:00:00-04:00,1.44,,
2023-03-02 03:00:00-05:00,0.9,0.99,0.1061
2022-12-01 02:00:00-05:00,0.82,0.88,0.0719
2022-09-09 04:00:00-04:00,0.83,0.9,0.0883
2022-06-16 04:00:00-04:00,1.3,1.45,0.11800000000000001
2022-03-03 03:00:00-05:00,0.74,0.91,0.2347
2021-12-02 03:00:00-05:00,0.66,0.78,0.1765
2021-09-10 04:00:00-04:00,0.64,0.8,0.2461
2021-06-17 04:00:00-04:00,1.01,1.19,0.1794
