Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-05 16:00:00-05:00,,,
2024-02-05 05:00:00-05:00,,,
2023-10-25 06:00:00-04:00,,,
2023-08-02 06:00:00-04:00,,,
2023-05-03 16:00:00-04:00,3.1,,
2023-02-07 11:00:00-05:00,3.51,3.76,0.0703
2022-10-27 12:00:00-04:00,3.64,4.01,0.10039999999999999
2022-08-04 12:00:00-04:00,3.48,3.6,0.0348
2022-05-05 12:00:00-04:00,3.49,3.52,0.008
2022-01-26 11:00:00-05:00,3.3,3.37,0.0212
2021-11-02 12:00:00-04:00,3.08,3.56,0.1555
2021-07-29 12:00:00-04:00,2.51,3.11,0.24
