Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 05:00:00-05:00,,,
2023-11-01 16:00:00-04:00,,,
2023-08-02 06:00:00-04:00,,,
2023-05-05 10:00:00-04:00,2.69,,
2023-05-04 16:00:00-04:00,2.69,,
2023-02-24 10:00:00-05:00,3.37,3.3,-0.020800000000000003
2023-02-23 11:00:00-05:00,3.37,3.3,-0.0199
2022-11-03 12:00:00-04:00,3.73,3.71,-0.0046
2022-08-04 12:00:00-04:00,2.63,2.74,0.0426
2022-05-05 12:00:00-04:00,3.72,4.0,0.0761
2022-02-24 12:00:00-05:00,3.19,3.09,-0.0317
2021-11-04 13:00:00-04:00,2.04,2.16,0.057800000000000004
