Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-18 06:00:00-04:00,,,
2024-01-31 08:00:00-05:00,,,
2023-10-26 08:00:00-04:00,,,
2023-10-26 08:00:00-04:00,,,
2023-07-27 08:00:00-04:00,,,
2023-07-27 08:00:00-04:00,,,
2023-04-27 08:00:00-04:00,2.0,,
2023-03-20 16:00:00-04:00,1.72,1.82,0.0581
2023-02-02 01:00:00-05:00,1.72,1.82,0.056900000000000006
2022-10-25 15:00:00-04:00,1.83,1.99,0.0886
2022-07-27 02:00:00-04:00,1.79,1.93,0.0788
2022-04-29 02:00:00-04:00,1.91,1.96,0.025099999999999997
