Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 08:00:00-05:00,,,
2023-10-25 08:00:00-04:00,,,
2023-07-26 08:00:00-04:00,,,
2023-04-26 08:00:00-04:00,2.71,,
2023-01-26 03:00:00-05:00,2.58,2.65,0.028300000000000002
2022-10-27 04:00:00-04:00,2.56,2.68,0.0452
2022-07-28 04:00:00-04:00,2.36,2.56,0.0857
2022-04-28 04:00:00-04:00,2.17,2.76,0.2737
2022-01-27 03:00:00-05:00,2.21,2.35,0.0638
2021-10-28 04:00:00-04:00,2.19,2.37,0.0802
2021-07-29 04:00:00-04:00,1.75,1.95,0.1162
2021-04-29 04:00:00-04:00,1.57,1.74,0.1076
