Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-04-26 08:00:00-04:00,0.35,,
2023-02-23 01:00:00-05:00,0.44,0.43,-0.0138
2022-11-03 02:00:00-04:00,0.44,0.48,0.0835
2022-08-04 02:00:00-04:00,0.4,0.46,0.1471
2022-04-28 02:00:00-04:00,0.37,0.38,0.016
2022-02-24 01:00:00-05:00,0.4,0.43,0.0804
2021-11-04 02:00:00-04:00,0.4,0.4,0.0076
2021-08-05 02:00:00-04:00,0.35,0.38,0.08259999999999999
2021-05-06 02:00:00-04:00,0.25,0.32,0.25980000000000003
