Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-19 08:00:00-05:00,,,
2023-11-06 08:00:00-05:00,,,
2023-07-31 08:00:00-04:00,,,
2023-05-01 08:00:00-04:00,1.37,,
2023-02-21 03:00:00-05:00,1.97,1.38,-0.2977
2022-11-08 03:00:00-05:00,1.95,2.54,0.3052
2022-08-02 04:00:00-04:00,2.13,2.27,0.0663
2022-05-03 04:00:00-04:00,1.74,2.05,0.17550000000000002
2022-02-22 03:00:00-05:00,2.08,2.66,0.2782
2021-11-02 04:00:00-04:00,1.77,2.09,0.1821
2021-08-03 04:00:00-04:00,1.61,1.84,0.1414
2021-05-04 04:00:00-04:00,1.04,1.67,0.6058
