Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 08:00:00-05:00,,,
2023-10-18 08:00:00-04:00,,,
2023-07-19 08:00:00-04:00,,,
2023-04-19 08:00:00-04:00,1.93,,
2023-01-31 01:00:00-05:00,2.15,2.16,0.0037
2022-10-20 02:00:00-04:00,2.18,2.26,0.0348
2022-07-21 02:00:00-04:00,2.08,2.14,0.0313
2022-04-21 02:00:00-04:00,1.83,1.9,0.04
2022-01-27 01:00:00-05:00,1.67,1.78,0.0659
2021-10-19 02:00:00-04:00,1.85,1.98,0.0703
2021-07-20 02:00:00-04:00,1.84,2.06,0.12140000000000001
2021-04-20 02:00:00-04:00,1.45,1.81,0.2466
