Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-31 08:00:00-05:00,,,
2023-11-01 08:00:00-04:00,,,
2023-08-02 08:00:00-04:00,,,
2023-05-04 08:00:00-04:00,1.34,,
2023-02-02 02:00:00-05:00,1.26,1.25,-0.0079
2022-11-03 03:00:00-04:00,1.27,1.31,0.0339
2022-08-04 03:00:00-04:00,1.27,1.32,0.0418
2022-05-05 03:00:00-04:00,1.42,1.43,0.0063
2022-02-03 02:00:00-05:00,1.32,1.34,0.0159
2021-10-28 03:00:00-04:00,1.22,1.3,0.063
2021-07-29 03:00:00-04:00,1.16,1.16,0.0034999999999999996
2021-04-29 03:00:00-04:00,1.3,1.34,0.0292
